taxid	lineage	name	rank	SRR15720303	SRR15720304	SRR15720305	SRR15720306	SRR15720307	SRR15720308	SRR15720309	SRR15720310	SRR15720311	SRR15720312	SRR15720313	SRR15720314	SRR15720315	SRR15720316	SRR15720317	SRR15720318	SRR15720319	SRR15720320	SRR15720321	SRR15720322
1346	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhizobiales;order;Rhizobiaceae;family;Shinella;genus;	Shinella	genus	0	8	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3311	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhizobiales;order;Rhizobiaceae;family;Neorhizobium;genus;	Neorhizobium	genus	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
957	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhizobiales;order;Rhizobiaceae;family;Rhizobium;genus;	Rhizobium	genus	0	0	0	0	22	0	0	1	0	0	2	0	0	0	0	0	1	1	0	0
3570	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhizobiales;order;Rhizobiaceae;family;Pararhizobium;genus;	Pararhizobium	genus	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
940	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhizobiales;order;Phyllobacteriaceae;family;	Phyllobacteriaceae	family	7	25	0	0	5	6	0	3	33	1	3	9	0	0	1	0	2	0	4	0
941	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhizobiales;order;Phyllobacteriaceae;family;Aminobacter;genus;	Aminobacter	genus	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
946	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhizobiales;order;Phyllobacteriaceae;family;Mesorhizobium;genus;	Mesorhizobium	genus	0	3	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
942	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhizobiales;order;Phyllobacteriaceae;family;Aquamicrobium;genus;	Aquamicrobium	genus	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-941	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhizobiales;order;Phyllobacteriaceae;family;unclassified_Phyllobacteriaceae;;	unclassified_Phyllobacteriaceae		0	20	0	0	3	4	0	2	13	0	0	3	0	0	1	0	0	0	4	0
943	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhizobiales;order;Phyllobacteriaceae;family;Chelativorans;genus;	Chelativorans	genus	0	0	0	0	0	0	0	1	20	1	3	6	0	0	0	0	2	0	0	0
966	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhizobiales;order;Xanthobacteraceae;family;	Xanthobacteraceae	family	2	8	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
973	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhizobiales;order;Xanthobacteraceae;family;Xanthobacter;genus;	Xanthobacter	genus	2	7	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
967	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhizobiales;order;Xanthobacteraceae;family;Ancylobacter;genus;	Ancylobacter	genus	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-871	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhizobiales;order;unclassified_Rhizobiales;;	unclassified_Rhizobiales		6	55	0	1	4	10	0	1	178	17	15	79	16	1	16	7	11	0	0	0
898	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhizobiales;order;Brucellaceae;family;	Brucellaceae	family	0	185	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
899	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhizobiales;order;Brucellaceae;family;Brucella;genus;	Brucella	genus	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-899	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhizobiales;order;Brucellaceae;family;unclassified_Brucellaceae;;	unclassified_Brucellaceae		0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
871	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhizobiales;order;Aurantimonadaceae;family;	Aurantimonadaceae	family	0	20	0	0	19	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0
2825	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhizobiales;order;Aurantimonadaceae;family;Aureimonas;genus;	Aureimonas	genus	0	20	0	0	17	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
-872	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhizobiales;order;Aurantimonadaceae;family;unclassified_Aurantimonadaceae;;	unclassified_Aurantimonadaceae		0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
4434	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhizobiales;order;Parvibaculaceae;family;	Parvibaculaceae	family	0	49	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
962	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhizobiales;order;Parvibaculaceae;family;Parvibaculum;genus;	Parvibaculum	genus	0	49	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
927	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhizobiales;order;Methylobacteriaceae;family;	Methylobacteriaceae	family	0	31	4	1	23	12	8	17	11	1	0	0	0	0	0	0	1	3	11	0
930	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhizobiales;order;Methylobacteriaceae;family;Microvirga;genus;	Microvirga	genus	0	13	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
929	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhizobiales;order;Methylobacteriaceae;family;Methylobacterium;genus;	Methylobacterium	genus	0	13	0	1	20	1	8	17	0	1	0	0	0	0	0	0	1	2	11	0
3552	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhizobiales;order;Methylobacteriaceae;family;Methylorubrum;genus;	Methylorubrum	genus	0	5	4	0	1	11	0	0	10	0	0	0	0	0	0	0	0	1	0	0
-928	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhizobiales;order;Methylobacteriaceae;family;unclassified_Methylobacteriaceae;;	unclassified_Methylobacteriaceae		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
3553	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhizobiales;order;Chelatococcaceae;family;	Chelatococcaceae	family	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
881	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhizobiales;order;Chelatococcaceae;family;Camelimonas;genus;	Camelimonas	genus	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4431	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhizobiales;order;Devosiaceae;family;	Devosiaceae	family	0	3	0	0	20	8	0	0	13	2	8	2	0	0	2	2	3	28	1	0
914	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhizobiales;order;Devosiaceae;family;Devosia;genus;	Devosia	genus	0	2	0	0	20	8	0	0	9	1	5	0	0	0	1	0	3	28	0	0
-4432	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhizobiales;order;Devosiaceae;family;unclassified_Devosiaceae;;	unclassified_Devosiaceae		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2918	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhizobiales;order;Devosiaceae;family;Pelagibacterium;genus;	Pelagibacterium	genus	0	0	0	0	0	0	0	0	4	1	3	2	0	0	1	2	0	0	1	0
4429	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhizobiales;order;Boseaceae;family;	Boseaceae	family	0	5	3	0	2	1	0	0	0	0	14	1	0	0	0	0	3	0	0	0
891	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhizobiales;order;Boseaceae;family;Bosea;genus;	Bosea	genus	0	5	3	0	2	1	0	0	0	0	14	1	0	0	0	0	3	0	0	0
908	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhizobiales;order;Hyphomicrobiaceae;family;	Hyphomicrobiaceae	family	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0
921	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhizobiales;order;Hyphomicrobiaceae;family;Pedomicrobium;genus;	Pedomicrobium	genus	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-909	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhizobiales;order;Hyphomicrobiaceae;family;unclassified_Hyphomicrobiaceae;;	unclassified_Hyphomicrobiaceae		0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0
1151	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Sphingomonadales;order;	Sphingomonadales	order	1	596	67	11	51	211	25	30	2	7	7	72	0	0	1	1	14	6	43	0
1158	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Sphingomonadales;order;Sphingomonadaceae;family;	Sphingomonadaceae	family	1	591	30	11	32	209	25	23	0	7	6	72	0	0	1	1	14	4	35	0
1165	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Sphingomonadales;order;Sphingomonadaceae;family;Sphingomonas;genus;	Sphingomonas	genus	1	201	1	10	28	204	25	21	0	7	5	65	0	0	1	0	3	4	32	0
1166	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Sphingomonadales;order;Sphingomonadaceae;family;Sphingopyxis;genus;	Sphingopyxis	genus	0	187	3	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
3324	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Sphingomonadales;order;Sphingomonadaceae;family;Rhizorhabdus;genus;	Rhizorhabdus	genus	0	19	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1164	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Sphingomonadales;order;Sphingomonadaceae;family;Sphingobium;genus;	Sphingobium	genus	0	4	24	0	3	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0
-1159	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Sphingomonadales;order;Sphingomonadaceae;family;unclassified_Sphingomonadaceae;;	unclassified_Sphingomonadaceae		0	180	1	1	0	3	0	0	0	0	0	7	0	0	0	1	1	0	0	0
1159	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Sphingomonadales;order;Sphingomonadaceae;family;Blastomonas;genus;	Blastomonas	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	2	0
4441	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Sphingomonadales;order;Sphingosinicellaceae;family;	Sphingosinicellaceae	family	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3565	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Sphingomonadales;order;Sphingosinicellaceae;family;Sphingoaurantiacus;genus;	Sphingoaurantiacus	genus	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1167	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Sphingomonadales;order;Sphingosinicellaceae;family;Sphingosinicella;genus;	Sphingosinicella	genus	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-1152	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Sphingomonadales;order;unclassified_Sphingomonadales;;	unclassified_Sphingomonadales		0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1152	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Sphingomonadales;order;Erythrobacteraceae;family;	Erythrobacteraceae	family	0	0	37	0	18	2	0	7	2	0	1	0	0	0	0	0	0	2	8	0
1161	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Sphingomonadales;order;Erythrobacteraceae;family;Novosphingobium;genus;	Novosphingobium	genus	0	0	37	0	18	1	0	2	1	0	1	0	0	0	0	0	0	1	1	0
-1153	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Sphingomonadales;order;Erythrobacteraceae;family;unclassified_Erythrobacteraceae;;	unclassified_Erythrobacteraceae		0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1153	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Sphingomonadales;order;Erythrobacteraceae;family;Altererythrobacter;genus;	Altererythrobacter	genus	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	3	0
1157	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Sphingomonadales;order;Erythrobacteraceae;family;Porphyrobacter;genus;	Porphyrobacter	genus	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	0
1155	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Sphingomonadales;order;Erythrobacteraceae;family;Erythrobacter;genus;	Erythrobacter	genus	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1069	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhodospirillales;order;	Rhodospirillales	order	22	71	0	2	1	11	2	7	0	1	7	0	0	0	0	1	5	0	6	0
1101	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhodospirillales;order;Rhodospirillaceae;family;	Rhodospirillaceae	family	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3294	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhodospirillales;order;Rhodospirillaceae;family;Elstera;genus;	Elstera	genus	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4438	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhodospirillales;order;Reyranellaceae;family;	Reyranellaceae	family	20	7	0	0	0	0	0	6	0	1	3	0	0	0	0	0	1	0	5	0
3308	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhodospirillales;order;Reyranellaceae;family;Reyranella;genus;	Reyranella	genus	20	7	0	0	0	0	0	6	0	1	3	0	0	0	0	0	1	0	5	0
4427	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhodospirillales;order;Azospirillaceae;family;	Azospirillaceae	family	0	50	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1102	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhodospirillales;order;Azospirillaceae;family;Azospirillum;genus;	Azospirillum	genus	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3302	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhodospirillales;order;Azospirillaceae;family;Niveispirillum;genus;	Niveispirillum	genus	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1124	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhodospirillales;order;Azospirillaceae;family;Skermanella;genus;	Skermanella	genus	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1070	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhodospirillales;order;Acetobacteraceae;family;	Acetobacteraceae	family	0	14	0	1	1	8	0	0	0	0	0	0	0	0	0	1	2	0	1	0
1093	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhodospirillales;order;Acetobacteraceae;family;Roseomonas;genus;	Roseomonas	genus	0	8	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0
-1071	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhodospirillales;order;Acetobacteraceae;family;unclassified_Acetobacteraceae;;	unclassified_Acetobacteraceae		0	6	0	0	0	4	0	0	0	0	0	0	0	0	0	1	2	0	0	0
4105	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhodospirillales;order;Geminicoccaceae;family;	Geminicoccaceae	family	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1173	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhodospirillales;order;Geminicoccaceae;family;Geminicoccus;genus;	Geminicoccus	genus	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-4106	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhodospirillales;order;Geminicoccaceae;family;unclassified_Geminicoccaceae;;	unclassified_Geminicoccaceae		0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-1070	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhodospirillales;order;unclassified_Rhodospirillales;;	unclassified_Rhodospirillales		0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0
4446	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhodospirillales;order;Thalassobaculaceae;family;	Thalassobaculaceae	family	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0
1115	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhodospirillales;order;Thalassobaculaceae;family;Oceanibaculum;genus;	Oceanibaculum	genus	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0
978	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhodobacterales;order;	Rhodobacterales	order	2	3	3	0	8	9	0	2	46	0	2	0	5	1	1	2	7	0	1	0
979	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhodobacterales;order;Rhodobacteraceae;family;	Rhodobacteraceae	family	2	3	3	0	8	9	0	2	46	0	2	0	5	1	1	2	7	0	1	0
-980	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhodobacterales;order;Rhodobacteraceae;family;unclassified_Rhodobacteraceae;;	unclassified_Rhodobacteraceae		2	2	3	0	5	3	0	0	0	0	1	0	0	0	0	1	7	0	0	0
1020	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhodobacterales;order;Rhodobacteraceae;family;Paracoccus;genus;	Paracoccus	genus	0	1	0	0	3	3	0	2	5	0	0	0	5	1	1	1	0	0	1	0
1043	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhodobacterales;order;Rhodobacteraceae;family;Rubellimicrobium;genus;	Rubellimicrobium	genus	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1030	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rhodobacterales;order;Rhodobacteraceae;family;Rhodobaca;genus;	Rhodobaca	genus	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0
843	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Caulobacterales;order;	Caulobacterales	order	0	3269	1377	13	45	318	6	4	26	1	169	14	2	2	16	1	14	95	3	0
844	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Caulobacterales;order;Caulobacteraceae;family;	Caulobacteraceae	family	0	3269	1377	13	45	318	6	4	26	1	133	14	2	2	16	1	12	95	3	0
846	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Caulobacterales;order;Caulobacteraceae;family;Brevundimonas;genus;	Brevundimonas	genus	0	3138	989	8	44	177	6	0	26	1	87	14	2	2	10	1	4	88	1	0
848	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Caulobacterales;order;Caulobacteraceae;family;Phenylobacterium;genus;	Phenylobacterium	genus	0	77	0	5	0	139	0	4	0	0	46	0	0	0	4	0	8	4	2	0
847	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Caulobacterales;order;Caulobacteraceae;family;Caulobacter;genus;	Caulobacter	genus	0	53	388	0	1	2	0	0	0	0	0	0	0	0	2	0	0	3	0	0
-845	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Caulobacterales;order;Caulobacteraceae;family;unclassified_Caulobacteraceae;;	unclassified_Caulobacteraceae		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
849	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Caulobacterales;order;Hyphomonadaceae;family;	Hyphomonadaceae	family	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	2	0	0	0
853	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Caulobacterales;order;Hyphomonadaceae;family;Hyphomonas;genus;	Hyphomonas	genus	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	2	0	0	0
1148	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Sneathiellales;order;	Sneathiellales	order	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1149	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Sneathiellales;order;Sneathiellaceae;family;	Sneathiellaceae	family	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3320	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Sneathiellales;order;Sneathiellaceae;family;Taonella;genus;	Taonella	genus	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3319	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Sneathiellales;order;Sneathiellaceae;family;Ferrovibrio;genus;	Ferrovibrio	genus	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-843	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;unclassified_Alphaproteobacteria;;	unclassified_Alphaproteobacteria		0	3	0	0	1	1	0	0	1	0	1	2	0	0	0	1	20	0	0	0
4469	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Micropepsales;order;	Micropepsales	order	0	0	0	0	0	0	0	0	9	2	0	0	0	0	0	0	0	0	2	0
3556	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Micropepsales;order;Micropepsaceae;family;	Micropepsaceae	family	0	0	0	0	0	0	0	0	9	2	0	0	0	0	0	0	0	0	2	0
-3557	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Micropepsales;order;Micropepsaceae;family;unclassified_Micropepsaceae;;	unclassified_Micropepsaceae		0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
1174	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Micropepsales;order;Micropepsaceae;family;Rhizomicrobium;genus;	Rhizomicrobium	genus	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0
1175	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;	Betaproteobacteria	class	76	256	613	9	216	114	127	218	22	4	47	0	79	0	4	8	61	351	226	17
1285	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Neisseriales;order;	Neisseriales	order	60	1	0	0	0	7	16	0	1	2	0	0	36	0	0	0	0	0	0	0
1286	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Neisseriales;order;Neisseriaceae;family;	Neisseriaceae	family	60	1	0	0	0	7	16	0	1	2	0	0	36	0	0	0	0	0	0	0
1308	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Neisseriales;order;Neisseriaceae;family;Neisseria;genus;	Neisseria	genus	53	1	0	0	0	5	16	0	0	1	0	0	36	0	0	0	0	0	0	0
1303	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Neisseriales;order;Neisseriaceae;family;Kingella;genus;	Kingella	genus	7	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
-1287	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Neisseriales;order;Neisseriaceae;family;unclassified_Neisseriaceae;;	unclassified_Neisseriaceae		0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1176	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;	Burkholderiales	order	16	234	613	9	215	83	111	218	18	0	45	0	43	0	3	8	59	351	226	16
1206	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Comamonadaceae;family;	Comamonadaceae	family	5	166	591	6	98	68	6	218	11	0	36	0	33	0	3	1	20	2	226	16
-1207	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Comamonadaceae;family;unclassified_Comamonadaceae;;	unclassified_Comamonadaceae		5	70	368	2	80	27	5	41	9	0	14	0	0	0	1	1	4	2	41	4
1256	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Comamonadaceae;family;Aquabacterium;genus;	Aquabacterium	genus	0	96	158	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1228	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Comamonadaceae;family;Polaromonas;genus;	Polaromonas	genus	0	0	58	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1237	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Comamonadaceae;family;Variovorax;genus;	Variovorax	genus	0	0	7	0	0	15	0	0	0	0	0	0	0	0	0	0	1	0	0	0
