accession,length,ZC
IPI00018258,437,-0.0942
IPI00018275,176,-0.1418
IPI00018311,398,-0.1025
IPI00018318,303,-0.1976
IPI00018384,326,-0.1373
IPI00018576,195,-0.1232
IPI00018704,157,-0.2138
IPI00018801,165,-0.0797
IPI00018864,137,-0.263
IPI00018915,103,-0.1947
IPI00018961,267,-0.2961
IPI00019004,399,-0.1149
IPI00019017,399,-0.2519
IPI00019026,678,-0.2223
IPI00019056,838,-0.0495
IPI00019157,2322,-0.1144
IPI00019314,241,-0.1893
IPI00019336,319,-0.2741
IPI00019373,438,-0.2416
IPI00019560,183,-0.1891
IPI00019690,578,-0.1507
IPI00019771,397,-0.0805
IPI00019870,162,-0.2153
IPI00019871,310,-0.2709
IPI00019952,278,-0.2174
IPI00019964,256,-0.1062
IPI00020464,432,-0.024
IPI00020472,261,-0.2274
IPI00020510,108,-0.1363
IPI00020515,259,-0.1755
IPI00020516,101,-0.2838
IPI00020540,230,-0.2342
IPI00020560,68,-0.2703
IPI00020576,111,-0.3447
IPI00020719,540,-0.0708
IPI00020827,63,-0.2477
IPI00020964,188,-0.0905
IPI00020984,592,-0.1025
IPI00021147,323,-0.2126
IPI00021219,62,-0.2667
IPI00021302,822,-0.0759
IPI00021554,422,-0.1378
IPI00021594,621,-0.2395
IPI00021951,303,-0.1016
IPI00021978,259,-0.1797
IPI00021979,247,-0.2248
IPI00021983,709,-0.132
IPI00021984,992,-0.161
IPI00022043,1164,-0.0957
IPI00022050,244,-0.2179
IPI00022139,337,-0.1542
IPI00022275,587,-0.1613
IPI00022277,106,-0.0898
IPI00022287,167,-0.1496
IPI00022300,244,-0.2175
IPI00022344,555,-0.2614
IPI00022357,219,-0.062
IPI00022367,1302,-0.0862
IPI00022396,208,-0.173
IPI00022421,114,-0.2478
IPI00022447,370,-0.2291
IPI00022450,795,-0.0981
IPI00022543,395,-0.1495
IPI00022585,903,-0.1154
IPI00022654,247,-0.1391
IPI00022791,362,-0.111
IPI00022832,127,-0.2269
IPI00022857,102,-0.3123
IPI00022875,109,-0.1919
IPI00022933,296,-0.1075
IPI00022947,110,-0.3204
IPI00022960,83,-0.3354
IPI00022962,82,-0.3326
IPI00022964,137,-0.2101
IPI00022975,161,-0.245
IPI00022984,99,-0.2376
IPI00023016,159,-0.2807
IPI00023051,2155,-0.0863
IPI00023092,154,-0.2099
IPI00023135,212,-0.1097
IPI00023150,92,-0.2976
IPI00023183,107,-0.3272
IPI00023185,359,-0.2457
IPI00023237,62,-0.2228
IPI00023407,1127,-0.186
IPI00023511,350,-0.1377
IPI00023524,111,-0.1864
IPI00023540,226,-0.2096
IPI00023567,345,-0.2574
IPI00023732,317,-0.0972
IPI00023786,206,-0.0371
IPI00023958,176,-0.2195
IPI00023974,180,-0.1071
IPI00023977,2025,-0.1373
IPI00024023,423,-0.2977
IPI00024159,163,-0.0557
IPI00024348,403,-0.1134
IPI00024466,1555,-0.1582
IPI00024495,285,-0.1837
IPI00024498,222,-0.1251
IPI00024522,87,-0.1867
IPI00024551,242,-0.1724
IPI00024587,217,-0.1163
IPI00024602,59,-0.3245
IPI00024686,261,-0.1492
IPI00024704,406,-0.167
IPI00024741,169,-0.1593
IPI00024776,610,-0.1304
IPI00024925,171,-0.1392
IPI00024938,173,-0.2383
IPI00024976,142,-0.1543
IPI00025049,277,-0.1149
IPI00025255,88,-0.2185
IPI00025383,495,-0.064
IPI00025700,668,-0.0345
IPI00025729,296,-0.1271
IPI00025864,643,-0.1504
IPI00025890,972,-0.1865
IPI00026031,330,-0.2228
IPI00026044,435,-0.357
IPI00026111,188,-0.2355
IPI00026241,180,-0.1833
IPI00026285,380,-0.1799
IPI00026299,128,-0.1118
IPI00026448,342,-0.0849
IPI00026514,195,0.0127
IPI00026530,510,-0.0946
IPI00026554,505,-0.1887
IPI00026713,76,-0.238
IPI00026771,132,-0.2119
IPI00026900,114,-0.1887
IPI00026975,1453,-0.0067
IPI00026994,178,-0.2497
IPI00027045,134,-0.1581
IPI00027048,669,-0.1193
IPI00027194,335,-0.0913
IPI00027235,1429,-0.0587
IPI00027239,250,-0.1024
IPI00027415,1008,-0.1328
IPI00027430,400,-0.0891
IPI00027484,351,-0.1472
IPI00027718,992,-0.0933
IPI00027773,246,-0.1924
IPI00027788,181,-0.2845
IPI00027823,274,-0.2347
IPI00027830,173,-0.2362
IPI00027997,103,-0.1586
IPI00028077,467,-0.2122
IPI00028213,777,-0.1299
IPI00028262,594,-0.1474
IPI00028369,428,-0.1283
IPI00028383,235,-0.1567
IPI00028419,230,-0.0236
IPI00028431,235,-0.2067
IPI00028492,1609,-0.0373
IPI00028493,1807,-0.1506
IPI00028559,223,-0.2299
IPI00028627,838,-0.218
IPI00028746,36,-0.34
IPI00028857,75,-0.3886
IPI00028872,182,-0.2387
IPI00028911,895,-0.1575
IPI00028992,240,-0.2958
IPI00029002,160,-0.3181
IPI00029046,292,-0.1758
IPI00029050,756,-0.1468
IPI00029099,428,-0.2064
IPI00029148,106,-0.2325
IPI00029264,325,-0.1432
IPI00029419,348,-0.1417
IPI00029447,250,-0.0826
IPI00029449,521,-0.1542
IPI00029490,225,-0.1818
IPI00029510,128,-0.1274
IPI00029591,412,-0.1143
IPI00029751,1018,-0.1345
IPI00029954,779,-0.1451
IPI00030020,353,-0.0623
IPI00030035,285,-0.3138
IPI00030131,454,-0.1164
IPI00030166,585,-0.1687
IPI00030172,371,-0.142
IPI00030236,208,-0.1808
IPI00030397,271,-0.1936
IPI00030431,564,-0.1529
IPI00030458,361,-0.1145
IPI00030675,125,-0.1757
IPI00030689,95,-0.3117
IPI00030872,520,-0.178
IPI00030916,87,-0.2912
IPI00031005,350,-0.1361
IPI00031030,763,-0.0806
IPI00031041,514,-0.2033
IPI00031046,160,-0.2428
IPI00031064,195,-0.2379
IPI00031099,134,-0.2539
IPI00031114,121,-0.1424
IPI00031121,572,-0.0712
IPI00031127,244,-0.3058
IPI00031131,416,-0.1588
IPI00031143,394,-0.1657
IPI00031195,524,-0.1696
IPI00031493,316,-0.2088
IPI00031551,84,-0.2227
IPI00031572,504,-0.2441
IPI00031597,250,-0.1752
IPI00031601,85,-0.0528
IPI00031619,403,-0.1834
IPI00031630,661,-0.1466
IPI00031641,299,-0.2231
IPI00031663,226,-0.1587
IPI00031697,243,-0.2748
IPI00031707,425,-0.1702
IPI00031713,193,-0.1226
IPI00031715,234,-0.206
IPI00031755,329,-0.2614
IPI00031772,83,-0.2799
IPI00031802,285,-0.1722
IPI00031819,106,-0.1538
IPI00031907,575,-0.0737
IPI00032003,254,-0.0313
IPI00032030,113,-0.1748
IPI00032031,81,-0.3955
IPI00032032,137,-0.2966
IPI00032100,82,-0.2763
IPI00032102,84,-0.2815
IPI00032127,49,-0.2348
IPI00032136,53,-0.3533
IPI00032165,78,-0.3571
IPI00032181,72,-0.2174
IPI00032230,1087,-0.0902
IPI00032310,261,-0.2047
IPI00032334,244,-0.1582
IPI00032358,1229,-0.0919
IPI00032370,526,-0.3191
IPI00032413,253,-0.1405
IPI00032490,100,-0.2311
IPI00032491,911,-0.0616
IPI00032674,79,-0.331
IPI00032679,343,-0.1423
IPI00032696,214,-0.1381
IPI00032929,852,-0.0976
IPI00032994,243,-0.2259
IPI00033349,417,-0.1524
IPI00033653,253,-0.1346
IPI00033828,249,-0.1971
IPI00033907,1944,-0.1528
IPI00034201,1094,-0.1878
IPI00040638,368,-0.1156
IPI00042580,198,-0.209
IPI00043273,183,-0.1634
IPI00043360,691,-0.2566
IPI00043368,136,-0.2032
IPI00043401,125,-0.1658
IPI00043428,184,-0.1321
IPI00043429,263,-0.3144
IPI00043436,124,-0.1827
IPI00043468,181,-0.1035
IPI00043548,121,-0.1697
IPI00043560,514,-0.0883
IPI00043715,129,-0.2566
IPI00043733,305,-0.0656
IPI00043759,139,-0.0919
IPI00043810,306,-0.1405
IPI00043858,123,-0.2201
IPI00044326,376,-0.1564
IPI00044369,529,-0.0886
IPI00044510,515,-0.0862
IPI00044648,74,-0.2089
IPI00044683,432,-0.1578
IPI00044744,120,-0.1412
IPI00044767,208,-0.069
IPI00044965,99,-0.1116
IPI00045106,882,-0.1208
IPI00045156,392,-0.2452
IPI00045487,62,-0.0942
IPI00045511,551,-0.1417
IPI00045764,561,-0.1418
IPI00045792,478,-0.2762
IPI00045816,197,-0.2871
IPI00045842,261,-0.2102
IPI00045909,329,-0.1928
IPI00045945,734,-0.1456
IPI00046790,888,-0.2113
IPI00047006,276,-0.1788
IPI00047105,146,-0.2219
IPI00048539,237,-0.1722
IPI00054598,105,-0.1728
IPI00056317,183,-0.0471
IPI00056329,240,-0.1567
IPI00056405,222,-0.2551
IPI00056500,136,-0.3694
IPI00056521,287,-0.0766
IPI00058228,340,-0.1355
IPI00059165,627,-0.1348
IPI00059187,262,-0.1945
IPI00059190,289,-0.156
IPI00059368,541,-0.2912
IPI00059631,219,-0.1926
IPI00059683,275,-0.223
IPI00059928,282,-0.0827
IPI00059964,265,-0.2771
IPI00060020,104,-0.2
IPI00060143,224,-0.2224
IPI00060146,454,-0.1846
IPI00060314,428,-0.1649
IPI00060523,247,-0.2652
IPI00060569,404,-0.1514
IPI00061113,107,-0.1297
IPI00061229,524,-0.2051
IPI00061403,236,-0.2554
IPI00061678,412,-0.3118
IPI00062203,205,-0.0916
IPI00062209,154,-0.1067
IPI00062469,406,-0.2079
IPI00062559,98,-0.1161
IPI00062700,378,-0.1384
IPI00063050,208,-0.1936
IPI00063078,161,-0.1414
IPI00063093,297,-0.1402
IPI00063130,189,-0.1996
IPI00063300,108,-0.1645
IPI00063334,264,-0.2921
IPI00063419,165,-0.2621
IPI00063666,257,-0.253
IPI00063784,232,-0.1105
IPI00063851,333,-0.217
IPI00063881,307,-0.1826
IPI00063903,58,-0.2508
IPI00063918,170,-0.222
IPI00063955,133,-0.1456
IPI00064014,679,-0.1029
IPI00064125,534,-0.1162
IPI00064267,88,-0.3133
IPI00064269,87,-0.2605
IPI00064462,337,-0.2427
IPI00064626,178,-0.1755
IPI00064741,655,-0.1149
IPI00065076,132,-0.1982
IPI00065193,166,-0.1946
IPI00065284,178,-0.117
IPI00065378,706,-0.1639
IPI00065412,297,-0.1339
IPI00065429,141,-0.2111
IPI00065436,132,-0.2229
IPI00065519,154,-0.1785
IPI00065537,206,-0.1497
IPI00065543,163,-0.1551
IPI00067916,58,-0.3013
IPI00067920,80,-0.2021
IPI00067921,94,-0.2236
IPI00068068,441,-0.1114
IPI00071696,678,-0.1136
IPI00075081,1471,-0.1917
IPI00075561,347,-0.1491
IPI00081077,138,-0.2715
IPI00082837,106,-0.1597
IPI00086419,115,-0.1889
IPI00089199,99,-0.3111
IPI00089529,204,-0.2546
IPI00095870,215,-0.1591
IPI00096986,192,-0.2691
IPI00098769,530,-0.1557
IPI00099239,345,-0.147
IPI00099521,312,-0.0917
IPI00099863,335,-0.17
IPI00100030,578,-0.1896
IPI00100199,286,-0.2642
IPI00100247,349,-0.0687
IPI00100298,493,-0.2685
IPI00100520,526,-0.243
IPI00101047,215,-0.2455
IPI00101048,364,-0.1652
IPI00101186,1297,-0.1679
IPI00101298,276,-0.1303
IPI00101299,318,-0.1542
IPI00101379,785,-0.0664
IPI00101497,85,-0.1425
IPI00101923,2443,-0.1678
IPI00101942,1002,-0.0706
IPI00102275,539,-0.2273
IPI00102281,343,-0.1649
IPI00102501,159,-0.21
IPI00102678,2341,-0.0966
IPI00102803,191,-0.1984
IPI00102988,326,-0.2172
IPI00103059,206,-0.1794
IPI00103109,144,-0.2739
IPI00103231,361,-0.1322
IPI00103259,199,-0.0866
IPI00103286,684,-0.1756
IPI00103324,244,-0.0098
IPI00103330,115,-0.0954
IPI00103387,372,-0.0943
IPI00103388,96,-0.3541
IPI00103460,329,-0.1692
IPI00103521,905,-0.0766
IPI00103543,323,-0.173
IPI00103552,21531,-0.0982
IPI00103599,251,-0.2389
IPI00103626,134,-0.2146
IPI00103662,125,-0.1367
IPI00103717,151,-0.1828
IPI00103779,67,-0.2254
IPI00103805,131,-0.1354
IPI00103841,320,-0.0659
IPI00103847,177,-0.0569
IPI00103864,300,-0.1631
IPI00103873,797,-0.2496
IPI00103878,400,-0.1609
IPI00103881,131,-0.0714
IPI00103888,118,-0.1391
IPI00103889,172,-0.26
IPI00104219,269,-0.1647
IPI00104396,1076,-0.1928
IPI00104496,315,-0.1376
IPI00105518,910,-0.2367
IPI00105827,473,-0.3019
IPI00106762,406,-0.0493
IPI00106808,270,-0.1919
IPI00106966,260,-0.1864
IPI00107039,337,-0.1905
IPI00107065,410,-0.1708
IPI00107253,349,-0.2862
IPI00107357,686,-0.1684
IPI00107728,887,-0.172
IPI00107855,1161,-0.1081
IPI00140138,417,-0.2085
IPI00141318,602,-0.0537
IPI00141614,393,-0.1139
IPI00142856,347,-0.1082
IPI00142882,247,-0.2912
IPI00145121,555,-0.2342
IPI00148255,195,-0.1283
IPI00150282,210,-0.2205
IPI00150515,150,-0.3587
IPI00151036,381,-0.1464
IPI00151358,538,-0.2241
IPI00151990,360,-0.1281
IPI00152125,291,-0.2228
IPI00152142,274,-0.1131
IPI00152149,392,-0.1342
IPI00152159,349,-0.0862
IPI00152216,369,-0.0834
IPI00152240,72,-0.3441
IPI00152253,289,-0.2309
IPI00152264,275,-0.1592
IPI00152399,573,-0.1862
IPI00152440,385,-0.2409
IPI00152468,431,-0.1305
IPI00152491,262,-0.0281
IPI00152524,533,-0.098
IPI00152536,906,-0.154
IPI00152542,3036,-0.11
IPI00152603,332,-0.2244
IPI00152618,208,-0.3191
IPI00152631,235,-0.2154
IPI00152665,1336,-0.1449
IPI00152698,428,-0.107
IPI00152700,315,-0.1392
IPI00152731,716,-0.1165
IPI00152850,355,-0.1144
IPI00152889,395,-0.1149
IPI00152949,697,-0.2466
IPI00152975,359,-0.1682
IPI00153005,273,-0.2459
IPI00153023,411,-0.0994
IPI00153031,609,-0.129
IPI00153036,336,-0.2621
IPI00153049,450,-0.08
IPI00154283,905,-0.1937
IPI00154512,107,-0.1942
IPI00154588,520,-0.2871
IPI00154666,291,-0.2028
IPI00154734,994,-0.106
IPI00154756,173,-0.1406
IPI00154766,243,-0.147
IPI00155634,159,-0.3173
IPI00156452,237,-0.1313
IPI00157417,1024,-0.109
IPI00157908,609,-0.1454
IPI00158496,117,-0.231
IPI00160479,363,-0.2171
IPI00160775,832,-0.2061
IPI00160921,158,-0.322
IPI00161093,238,-0.0825
IPI00161112,75,-0.2476
IPI00161396,309,-0.0716
IPI00161485,128,-0.3476
IPI00162329,366,-0.1391
IPI00163230,327,-0.1554
IPI00163486,196,-0.337
IPI00163644,890,-0.1339
IPI00164066,1157,-0.0536
IPI00164251,214,-0.2306
IPI00164426,180,-0.2582
IPI00164776,360,-0.2353
IPI00165125,774,-0.069
IPI00165252,295,-0.1487
IPI00165639,478,-0.1738
IPI00166038,164,-0.1904
IPI00166039,240,-0.182
IPI00166044,1335,-0.1355
IPI00166079,176,-0.2928
IPI00166099,255,-0.0814
IPI00166176,152,-0.1758
IPI00166186,179,-0.2774
IPI00166202,589,-0.094
IPI00166204,210,-0.0624
IPI00166259,214,-0.195
IPI00166285,121,-0.2857
IPI00166291,444,-0.0268
IPI00166296,592,-0.1521
IPI00166337,123,-0.1965
IPI00166344,157,-0.0761
IPI00166373,156,-0.143
IPI00166374,120,-0.2366
IPI00166376,127,-0.2603
IPI00166379,120,-0.1375
IPI00166429,130,-0.1545
IPI00166430,240,-0.299
IPI00166444,215,-0.2304
IPI00166468,567,-0.1974
IPI00166472,155,-0.1895
IPI00166483,113,-0.2128
IPI00166522,836,-0.1902
IPI00166533,908,-0.0452
IPI00166594,437,-0.1766
IPI00166711,700,-0.1312
IPI00166719,468,-0.0876
IPI00166730,234,-0.2968
IPI00166746,208,-0.2114
IPI00166785,131,-0.1374
IPI00166892,800,-0.1797
IPI00166944,94,-0.2252
IPI00166977,232,-0.2786
IPI00166990,247,-0.2028
IPI00166996,617,-0.2008
IPI00167028,483,-0.1911
IPI00167030,162,-0.2677
IPI00167033,170,-0.1593
IPI00167037,205,-0.1605
IPI00167043,297,-0.1913
IPI00167051,288,-0.1861
IPI00167074,226,-0.1538
IPI00167098,202,-0.3194
IPI00167118,182,-0.2471
IPI00167202,557,-0.1397
IPI00167215,416,-0.1408
IPI00167223,206,-0.1602
IPI00167289,394,-0.0719
IPI00167296,260,-0.3015
IPI00167302,290,-0.0984
IPI00167381,197,-0.2434
IPI00167415,213,-0.0951
IPI00167430,149,-0.2371
IPI00167437,125,-0.1294
IPI00167464,131,-0.1727
IPI00167466,130,-0.3687
IPI00167476,405,-0.0929
IPI00167492,132,-0.1045
IPI00167500,130,-0.1611
IPI00167501,244,-0.1821
IPI00167511,203,-0.1735
IPI00167523,123,-0.186
IPI00167530,229,-0.2835
IPI00167538,333,-0.2437
IPI00167543,160,-0.1141
IPI00167555,135,-0.1322
IPI00167572,330,-0.1783
IPI00167604,129,-0.1472
IPI00167611,134,-0.2591
IPI00167644,153,-0.2079
IPI00167653,120,-0.3303
IPI00167654,269,-0.2039
IPI00167658,197,-0.1522
IPI00167683,131,-0.269
IPI00167703,321,-0.1429
IPI00167713,504,-0.3221
IPI00167729,131,-0.2229
IPI00167733,374,-0.1962
IPI00167801,502,-0.1851
IPI00167832,124,-0.2075
IPI00167838,138,-0.1635
IPI00167861,1016,-0.1163
IPI00167867,916,-0.0808
IPI00167879,142,-0.1424
IPI00167924,128,-0.1792
IPI00167951,224,-0.1274
IPI00167990,175,-0.1538
IPI00168012,232,-0.2193
IPI00168026,132,-0.1709
IPI00168036,233,-0.0072
IPI00168047,632,-0.1302
IPI00168070,152,-0.2406
IPI00168089,134,-0.0748
IPI00168098,131,-0.3658
IPI00168178,151,-0.1142
IPI00168203,120,-0.273
IPI00168216,123,-0.2179
IPI00168238,159,-0.2254
IPI00168255,159,-0.1883
IPI00168279,892,-0.1504
IPI00168284,344,-0.2121
IPI00168318,493,-0.2383
IPI00168333,271,-0.1965
IPI00168335,120,-0.2062
IPI00168336,503,-0.1104
IPI00168341,525,-0.1251
IPI00168370,187,-0.1356
IPI00168418,95,-0.2727
IPI00168435,226,-0.2572
IPI00168438,154,-0.396
IPI00168442,1445,-0.0627
IPI00168460,106,-0.1701
IPI00168462,138,-0.1194
IPI00168475,462,-0.0558
IPI00168503,238,-0.1398
IPI00168563,132,-0.195
IPI00168565,707,-0.1628
IPI00168567,142,-0.2022
IPI00168601,563,-0.1495
IPI00168616,360,-0.1781
IPI00168625,209,-0.2075
IPI00168640,215,-0.1811
IPI00168708,37,-0.4061
IPI00168713,155,-0.1693
IPI00168728,509,-0.1343
IPI00168749,229,-0.1876
IPI00168780,156,-0.2721
IPI00168790,89,-0.2278
IPI00168792,87,-0.1917
IPI00168815,350,-0.3032
IPI00168878,470,-0.0448
IPI00168881,76,-0.2627
IPI00168884,350,-0.2071
IPI00168896,420,-0.0427
IPI00168961,200,-0.1968
IPI00168964,367,-0.2402
IPI00168968,219,-0.3235
IPI00169062,270,-0.2765
IPI00169089,253,-0.2033
IPI00169140,355,-0.1072
IPI00169233,188,-0.3636
IPI00169282,265,-0.2293
IPI00169283,518,-0.1727
IPI00169298,192,-0.1307
IPI00169305,221,-0.2598
IPI00169309,167,-0.2214
IPI00169316,216,-0.147
IPI00169355,111,-0.2588
IPI00169373,566,-0.1856
IPI00169380,67,-0.3398
IPI00170517,351,-0.2679
IPI00170635,248,-0.1443
IPI00170706,1383,-0.1072
IPI00171063,563,-0.1237
IPI00171170,229,-0.2128
IPI00171410,393,-0.1632
IPI00171411,410,-0.0203
IPI00171425,96,-0.3074
IPI00171516,442,-0.1282
IPI00171573,351,-0.1517
IPI00171603,192,-0.2759
IPI00171951,827,-0.0553
IPI00172479,1524,-0.1314
IPI00173382,122,-0.3567
IPI00174799,170,-0.3355
IPI00174936,199,-0.1286
IPI00174997,344,-0.2432
IPI00175029,257,-0.1565
IPI00175092,400,-0.1424
IPI00175152,104,-0.123
IPI00175217,189,-0.0968
IPI00175260,199,-0.1622
IPI00175782,172,-0.2654
IPI00176221,354,-0.1373
IPI00176427,388,-0.0913
IPI00176551,95,-0.3099
IPI00176652,376,-0.1289
IPI00176708,133,-0.1045
IPI00176983,149,-0.2638
IPI00177476,626,-0.2135
IPI00177673,192,-0.1801
IPI00177808,183,-0.1142
IPI00177912,306,-0.2194
IPI00178100,1159,-0.1727
IPI00178415,922,-0.2586
IPI00178611,336,-0.1965
IPI00178667,1611,-0.1561
IPI00178700,438,-0.2628
IPI00179046,805,-0.2074
IPI00179694,1044,-0.1475
IPI00179751,623,-0.2566
IPI00179851,1151,-0.1025
IPI00180434,850,-0.1126
IPI00180707,3169,-0.1313
IPI00180926,515,-0.2936
IPI00181160,487,-0.2941
IPI00181586,271,-0.2165
IPI00181608,149,-0.1412
IPI00181670,429,-0.1644
IPI00182611,85,-0.3043
IPI00183082,253,-0.1073
IPI00183465,197,-0.1122
IPI00183480,251,-0.148
IPI00183643,419,-0.1713
IPI00183695,97,-0.1873
IPI00183782,656,-0.1076
IPI00183786,444,-0.19
IPI00183879,535,-0.1738
IPI00184162,167,-0.2304
IPI00184227,303,-0.0043
IPI00184879,251,-0.1508
IPI00185763,109,-0.2867
IPI00185911,329,-0.2306
IPI00186336,489,-0.2849
IPI00186681,534,-0.0285
IPI00186781,227,-0.1743
IPI00186853,2137,-0.1278
IPI00186903,414,-0.1584
IPI00186946,656,-0.0408
IPI00187158,328,-0.1662
IPI00215830,954,-0.1441
IPI00215831,386,-0.2096
IPI00215874,444,-0.2314
IPI00215932,457,-0.2368
IPI00216009,325,-0.2518
IPI00216145,389,-0.0919
IPI00216331,257,-0.139
IPI00216332,514,-0.0665
IPI00216658,415,-0.1624
IPI00216822,774,-0.1964
IPI00216890,271,-0.0722
IPI00216893,352,-0.1588
IPI00216915,354,-0.1551
IPI00216980,410,-0.0868
IPI00217007,667,-0.1881
IPI00217031,273,-0.3043
IPI00217058,81,-0.3581
IPI00217085,320,-0.206
IPI00217162,184,-0.1916
IPI00217183,113,-0.072
IPI00217258,380,-0.2072
IPI00217261,1134,-0.1409
IPI00217366,208,-0.0721
IPI00217371,240,-0.1959
IPI00217405,1749,-0.1577
IPI00217421,1089,-0.2318
IPI00217427,399,-0.2737
IPI00217482,215,-0.0724
IPI00217490,1204,-0.1071
IPI00217511,542,-0.0402
IPI00217517,70,-0.2929
IPI00217536,691,-0.1596
IPI00217542,207,-0.0927
IPI00217571,858,-0.0216
IPI00217601,336,-0.1313
IPI00217611,632,-0.1085
IPI00217671,162,-0.1662
IPI00217751,518,-0.2078
IPI00217781,197,-0.0744
IPI00217787,282,-0.1157
IPI00217821,332,-0.2245
IPI00217830,995,-0.1695
IPI00217850,662,-0.1351
IPI00217869,331,-0.0486
IPI00217891,350,-0.1737
IPI00217915,245,-0.2143
IPI00217937,951,-0.1873
IPI00217996,1738,-0.2148
IPI00218029,291,-0.1188
IPI00218046,471,-0.0472
IPI00218060,300,-0.0798
IPI00218081,1222,-0.1698
IPI00218086,341,-0.186
IPI00218163,1264,0.0034
IPI00218200,313,-0.1964
IPI00218268,223,-0.1621
IPI00218337,359,-0.1546
IPI00218384,348,-0.1748
IPI00218412,575,-0.1575
IPI00218433,195,-0.2129
IPI00218466,476,-0.2811
IPI00218563,722,-0.1139
IPI00218619,2325,-0.0923
IPI00218645,246,-0.2272
IPI00218922,760,-0.1483
IPI00218925,212,-0.2259
IPI00218929,492,-0.0907
IPI00219436,192,-0.2345
IPI00219611,541,-0.1456
IPI00219682,288,-0.2008
IPI00219755,169,-0.1796
IPI00219833,172,-0.1346
IPI00219852,399,-0.1724
IPI00220007,451,-0.1327
IPI00220044,762,-0.1724
IPI00220097,2866,-0.0895
IPI00220116,879,-0.0975
IPI00220308,620,-0.1704
IPI00220328,82,-0.2885
IPI00220494,339,-0.141
IPI00220651,138,-0.1429
IPI00220687,426,-0.2327
IPI00220739,195,-0.1041
IPI00220835,96,-0.0966
IPI00220842,292,-0.1482
IPI00220962,305,-0.1745
IPI00220987,346,-0.1472
IPI00221375,648,-0.038
IPI00232175,338,-0.2923
IPI00232571,556,-0.1042
IPI00232739,298,-0.0915
IPI00234143,526,-0.0629
IPI00234857,618,-0.2268
IPI00238434,279,-0.1115
IPI00239406,6907,-0.1385
IPI00240059,477,-0.095
IPI00240345,490,-0.0785
IPI00243275,293,-0.1528
IPI00244512,295,-0.0193
IPI00245517,310,-0.0976
IPI00248893,333,-0.1799
IPI00249672,607,-0.1199
IPI00249970,988,-0.1069
IPI00250368,273,-0.1924
IPI00251419,612,-0.2087
IPI00251454,252,-0.121
IPI00251596,540,-0.026
IPI00251989,481,-0.1621
IPI00252153,570,-0.1595
IPI00252950,102,-0.2218
IPI00254338,466,-0.1098
IPI00254976,361,-0.1311
IPI00255771,340,-0.2887
IPI00255821,562,-0.2141
IPI00256233,153,-0.1909
IPI00256535,170,-0.1107
IPI00257059,379,-0.1642
IPI00257239,397,-0.1679
IPI00257612,235,-0.1955
IPI00257903,904,-0.1857
IPI00258500,255,-0.2322
IPI00259858,351,-0.2697
IPI00288993,231,-0.1119
IPI00289058,116,-0.1971
IPI00289131,771,-0.1601
IPI00289147,504,-0.2306
IPI00289282,230,-0.2118
IPI00289551,317,-0.2031
IPI00289584,664,-0.2236
IPI00289819,2491,-0.0766
IPI00289924,376,-0.1722
IPI00289943,410,-0.1044
IPI00289983,418,-0.2023
IPI00290039,836,-0.1562
IPI00290099,443,-0.2058
IPI00290292,862,-0.1295
IPI00290358,132,-0.0511
IPI00290409,194,-0.0513
IPI00290452,311,-0.2471
IPI00290456,924,-0.0554
IPI00290475,227,-0.2334
IPI00290544,358,-0.1772
IPI00290744,224,-0.1113
IPI00290799,272,-0.1901
IPI00290826,190,-0.0907
IPI00290828,473,-0.1054
IPI00290856,322,-0.1812
IPI00290938,365,-0.1694
IPI00291387,760,-0.2059
IPI00291404,235,-0.2126
IPI00291417,231,-0.2233
IPI00291434,324,-0.1406
IPI00291632,257,-0.3262
IPI00291695,209,-0.27
IPI00291710,167,-0.1486
IPI00291755,1887,-0.1773
IPI00291903,699,-0.1645
IPI00292096,376,-0.1452
IPI00292135,615,-0.2195
IPI00292304,344,-0.0594
IPI00292692,362,-0.2126
IPI00292807,303,-0.1271
IPI00292999,371,-0.2047
IPI00293000,373,-0.2661
IPI00293085,586,-0.2196
IPI00293183,187,-0.1558
IPI00293189,193,-0.2405
IPI00293260,793,-0.1243
IPI00293274,4074,-0.1375
IPI00293375,612,-0.131
IPI00293381,376,-0.1274
IPI00293398,574,-0.1299
IPI00293588,380,0.0058
IPI00293615,195,-0.179
IPI00294065,731,-0.0496
IPI00294186,547,-0.1556
IPI00294298,107,-0.3085
IPI00294312,845,-0.2043
IPI00294653,2298,-0.1786
IPI00294910,310,-0.0782
IPI00295098,271,-0.1838
IPI00295172,152,-0.2497
IPI00295394,276,-0.1264
IPI00295447,696,-0.1958
IPI00295519,567,-0.203
IPI00295601,149,-0.1461
IPI00295618,738,-0.1458
IPI00295646,210,-0.1456
IPI00295716,349,-0.1354
IPI00295813,1013,-0.0752
IPI00295919,133,-0.1975
IPI00295988,834,-0.1753
IPI00296103,832,-0.1103
IPI00296147,283,-0.1188
IPI00296190,229,-0.2337
IPI00296211,669,-0.1972
IPI00296215,314,-0.1542
IPI00296286,374,0.0046
IPI00296374,310,-0.0867
IPI00296533,303,-0.1205
IPI00296540,785,-0.1766
IPI00296561,504,-0.1368
IPI00296579,107,-0.1715
IPI00296640,275,-0.1858
IPI00296784,558,-0.1336
IPI00296798,461,-0.0298
IPI00296866,1241,-0.1099
IPI00296880,246,-0.1378
IPI00296897,303,-0.1219
IPI00296936,266,-0.148
IPI00296938,664,-0.1626
